Do you want to be in society?,Do you make an attempt to socialise?,Do you consume things to alter your perspective? (Alcohol and stuff),Are you depressed?,Do you try to improve yourself?,Would you compromise with a friend?,If you and another person were both thirsty and you only had enough water for one person; would you share with the other person?,If a colleague invited you to do something with them; how would you answer? (Date; hang-out; party; etc.),Are you anxious of social interaction?,Do you think you fit in with other people?,Do you shower more than twice a week?,Do you take care of your appearance? (shaving; hair styling; make up; fashion; etc.),Do you talk back in equal volume to someone that is talking to you? (Talking as much as they are to you and amplitude of voice),Which is more difficult?,Does it seem unrealistic to imagine yourself with another person in an intimate context? (Girlfriend; best friends; etc),Do you have long term goals?,Would you rather work in food service; or be unemployed?,You've lived a life with many moments where you regret doing nothing.,Is it reasonable to think that the majority of people are dumb?,Have you given up?,Are you currently celibate? (No sex for a while),Do you live your life by your own volition?,Can you look people in the eyes without discomfort?,Has anyone ever described you as awkward; autistic; weird; etc.?,Do you currently have a romantic partner? (Unrequited(crushes); non-exclusive and/or non-monogamous relationships DO NOT count),Do you currently have a medium for socialization? (Social media; work; etc.),Do you talk to people on a regular basis? (Internet stuff doesn't count),Do you have unconventional interests? (Anime; collecting specific items; weird fetishes; etc.),Are you currently in education; training or employment?,Are you good at speaking?,Is your family proud of you?,Do people usually like being around you?,Can you transport yourself easily?,Are you physically in-shape?,What is your biological sex?,How tall are you?,How attractive are you (from 0 to 10),What is your BMI?,How many friends and colleagues do you currently have?,Rate your life right now.,Which climate do you live in?,X,Y,result
D,A,0,D,D,A,Y,N,N,A,Y,D,D,N,D,Y,Y,N,N,Y,N,Y,N,Y,Y,N,Y,Y,Y,0,D,0,N,N,othersex,14,24,34,42,51,dry,1.0,-3.0,Cool normie
0,A,Y,0,N,Y,N,N,N,0,Y,N,N,N,D,Y,Y,N,D,D,Y,N,Y,N,Y,N,N,Y,Y,D,Y,D,A,D,othersex,14,24,34,42,51,mild,-2.0,0.5,Lame normie
D,Y,D,Y,D,D,Y,N,A,0,N,D,D,N,N,N,Y,Y,Y,0,N,N,N,N,N,Y,Y,N,Y,D,A,D,N,D,othersex,14,24,34,42,51,snow,1.0,-6.0,Sadboy
0,A,0,A,N,Y,N,Y,Y,D,Y,D,A,N,D,N,N,Y,N,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,0,0,0,Y,othersex,14,24,34,42,51,polar,1.0,2.0,Normie
A,Y,D,N,D,N,N,Y,N,N,N,0,D,N,D,Y,Y,N,0,A,N,N,N,Y,N,Y,N,N,N,0,0,D,A,D,othersex,14,24,34,42,52,tropical,-3.0,-4.5,Lame normie
Y,0,A,A,A,D,N,Y,D,N,Y,Y,D,Y,Y,N,Y,N,N,D,Y,Y,Y,N,Y,Y,N,Y,Y,Y,0,Y,A,N,othersex,14,24,34,42,52,dry,1.0,2.75,Normie
0,N,Y,D,N,Y,Y,Y,0,N,Y,0,Y,N,D,Y,N,Y,N,A,N,N,Y,Y,Y,Y,N,Y,Y,0,A,Y,A,Y,othersex,14,24,34,42,52,mild,0.0,2.5,Niche normie
A,A,0,D,A,0,Y,Y,Y,0,Y,0,D,Y,Y,Y,Y,Y,A,N,Y,N,Y,Y,Y,Y,N,Y,N,0,0,A,D,D,othersex,14,24,34,42,52,snow,-4.0,4.75,Failed normie
A,D,N,D,A,Y,Y,Y,Y,A,Y,D,0,N,N,N,N,N,N,0,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,N,Y,Y,othersex,14,24,34,42,52,polar,1.0,1.0,Cool normie
D,0,Y,Y,0,0,Y,Y,0,0,N,D,D,N,D,N,N,N,0,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,0,0,Y,A,othersex,14,24,34,42,53,tropical,1.0,-2.5,Cool normie
0,Y,A,A,A,Y,N,N,Y,D,Y,0,0,Y,N,Y,Y,Y,0,A,N,Y,Y,N,Y,Y,N,N,Y,D,A,0,D,N,othersex,14,24,34,42,53,dry,4.0,3.0,Normie
N,0,D,0,D,A,Y,Y,0,N,N,0,Y,N,Y,N,Y,Y,N,0,N,N,Y,Y,N,Y,N,N,Y,A,A,Y,A,Y,othersex,14,24,34,42,53,mild,0.0,2.0,Niche normie
A,N,A,Y,D,Y,Y,N,N,A,Y,D,Y,Y,Y,N,N,N,0,Y,Y,Y,Y,N,N,Y,Y,N,N,0,0,N,D,Y,othersex,14,24,34,42,53,snow,0.0,-1.75,Cool normie
0,N,D,N,Y,D,N,Y,N,N,N,A,A,N,Y,Y,N,N,A,N,N,N,N,N,Y,N,Y,Y,N,Y,0,D,D,A,othersex,14,24,34,42,53,polar,-2.0,-4.5,Lame normie
Y,N,Y,A,D,A,N,Y,A,Y,Y,N,Y,N,0,Y,N,Y,N,Y,Y,N,Y,N,N,N,N,Y,N,A,N,A,N,A,othersex,14,24,34,42,54,tropical,-5.0,4.5,Failed normie
0,D,0,Y,N,A,N,N,N,D,Y,A,D,N,0,N,N,N,0,0,Y,Y,N,Y,N,Y,N,N,N,Y,A,0,0,D,othersex,14,24,34,42,54,dry,-3.0,-4.25,Lame normie
D,D,A,Y,N,N,Y,Y,0,Y,N,0,N,N,N,Y,N,N,A,0,N,N,Y,Y,Y,N,N,Y,Y,Y,A,Y,D,Y,othersex,14,24,34,42,54,mild,-1.0,-2.25,Lame normie
A,D,0,0,0,0,Y,Y,D,0,N,N,Y,Y,D,Y,Y,Y,0,Y,N,N,Y,Y,N,N,Y,Y,N,D,D,A,A,N,othersex,14,24,34,42,54,snow,-3.0,1.75,Niche normie
D,0,N,N,Y,N,Y,N,Y,0,Y,N,0,N,N,Y,Y,Y,D,Y,Y,Y,N,N,Y,N,N,N,N,Y,0,D,N,Y,othersex,14,24,34,42,54,polar,-2.0,0.75,Lame normie
Y,0,A,Y,Y,N,Y,N,A,N,N,Y,N,N,N,Y,Y,Y,0,D,Y,Y,Y,N,N,N,Y,Y,N,A,0,N,D,A,othersex,14,24,34,43,51,tropical,-2.0,4.25,Niche normie
Y,N,N,Y,A,0,Y,N,A,D,Y,A,A,Y,0,N,N,Y,D,0,Y,Y,N,N,N,N,N,N,N,D,Y,A,D,0,othersex,14,24,34,43,51,dry,-3.0,3.75,Niche normie
Y,N,Y,A,Y,N,N,N,D,Y,Y,Y,D,Y,Y,Y,N,N,A,0,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,0,D,D,othersex,14,24,34,43,51,mild,1.0,-3.5,Cool normie
0,D,N,0,N,A,N,Y,N,Y,Y,D,Y,N,Y,Y,Y,Y,0,A,Y,Y,N,Y,N,N,Y,Y,Y,Y,A,A,Y,0,othersex,14,24,34,43,51,snow,-2.0,0.75,Lame normie
A,Y,N,0,Y,N,N,Y,0,N,Y,Y,D,N,A,Y,N,N,0,0,Y,N,N,N,Y,N,N,Y,Y,A,Y,D,Y,Y,othersex,14,24,34,43,51,polar,-3.0,-0.25,Lame normie
D,D,A,N,N,0,Y,N,Y,A,Y,0,A,N,Y,N,N,Y,D,0,N,Y,N,Y,N,N,N,Y,N,N,D,0,A,D,othersex,14,24,34,43,52,tropical,-3.0,0.0,Lame normie
0,D,A,A,Y,D,N,Y,D,0,N,Y,Y,Y,0,N,N,Y,Y,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,A,othersex,14,24,34,43,52,dry,0.0,0.25,Cool normie
D,0,Y,N,N,D,N,N,A,0,N,N,A,Y,N,N,Y,Y,N,D,N,Y,N,N,Y,Y,N,Y,N,Y,D,0,N,N,othersex,14,24,34,43,52,mild,0.0,-0.5,Cool normie
A,Y,N,0,D,Y,N,Y,Y,A,N,Y,N,N,A,N,N,N,A,N,Y,N,Y,Y,Y,Y,N,N,N,D,A,N,N,A,othersex,14,24,34,43,52,snow,-3.0,-2.25,Lame normie
N,D,D,Y,Y,N,Y,N,Y,A,N,Y,0,N,0,Y,N,Y,0,0,N,N,Y,N,Y,N,Y,Y,Y,D,A,D,A,A,othersex,14,24,34,43,52,polar,1.0,-0.25,Cool normie
D,0,A,N,D,N,Y,N,N,Y,N,A,A,Y,0,N,N,Y,Y,0,Y,N,N,N,Y,N,Y,N,N,Y,Y,0,D,N,othersex,14,24,34,43,53,tropical,-3.0,-1.5,Lame normie
D,Y,0,0,D,D,N,Y,D,0,Y,D,A,Y,D,Y,Y,N,D,Y,N,Y,Y,N,N,N,Y,N,Y,A,A,D,0,D,othersex,14,24,34,43,53,dry,3.0,-2.25,Cool normie
0,Y,0,D,A,A,N,N,0,D,Y,N,0,Y,Y,N,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,A,N,A,Y,0,othersex,14,24,34,43,53,mild,-1.0,-2.75,Lame normie
A,0,Y,Y,N,A,N,Y,0,A,Y,0,Y,N,N,Y,N,Y,Y,0,Y,N,Y,Y,Y,N,N,Y,N,A,A,N,D,D,othersex,14,24,34,43,53,snow,-5.0,4.0,Failed normie
0,A,A,N,D,D,N,N,0,Y,Y,Y,N,Y,D,N,Y,N,Y,D,Y,Y,Y,Y,Y,N,N,Y,N,D,A,0,Y,Y,othersex,14,24,34,43,53,polar,-3.0,0.0,Lame normie
N,D,N,A,D,0,Y,N,Y,N,N,N,D,Y,D,Y,Y,N,0,A,N,N,N,Y,N,N,Y,Y,N,D,A,D,0,A,othersex,14,24,34,43,54,tropical,-4.0,-3.0,Sperg
Y,0,Y,A,Y,D,Y,N,Y,D,Y,N,D,N,A,Y,N,N,0,Y,N,N,Y,N,N,Y,Y,N,Y,A,0,Y,N,N,othersex,14,24,34,43,54,dry,2.0,-2.75,Cool normie
A,0,N,N,Y,Y,N,N,N,0,N,N,Y,Y,0,Y,N,N,N,A,Y,Y,N,Y,Y,N,N,N,Y,Y,N,N,Y,0,othersex,14,24,34,43,54,mild,-1.0,-2.5,Lame normie
0,N,N,N,0,N,Y,N,A,0,Y,A,Y,N,0,Y,N,Y,Y,N,N,N,Y,Y,N,Y,Y,N,Y,Y,Y,D,Y,A,othersex,14,24,34,43,54,snow,1.0,2.5,Normie
0,Y,D,D,D,A,N,N,Y,N,N,N,N,Y,A,Y,N,N,0,Y,N,Y,Y,N,Y,Y,Y,Y,Y,A,Y,0,D,D,othersex,14,24,34,43,54,polar,4.0,-5.75,Cool normie
Y,Y,0,N,0,N,N,N,N,D,Y,N,Y,Y,N,Y,N,N,D,Y,Y,N,Y,Y,Y,Y,N,N,Y,A,D,N,Y,A,othersex,15,21,31,41,51,tropical,-1.0,-1.75,Lame normie
D,0,A,0,Y,Y,Y,Y,0,0,Y,0,Y,Y,A,Y,Y,N,0,0,N,N,Y,Y,Y,N,N,Y,N,N,0,Y,Y,N,othersex,15,21,31,41,51,dry,-3.0,2.25,Niche normie
N,0,Y,Y,Y,D,Y,N,Y,N,N,N,A,N,Y,N,Y,N,Y,A,Y,Y,Y,N,N,N,N,Y,N,Y,0,Y,0,D,othersex,15,21,31,41,51,mild,-3.0,-4.25,Lame normie
Y,0,A,Y,0,N,N,Y,N,A,Y,D,0,Y,N,N,N,Y,Y,D,N,N,Y,Y,N,N,Y,N,Y,0,D,D,D,D,othersex,15,21,31,41,51,snow,0.0,0.5,Cool normie
D,D,D,Y,A,D,Y,Y,N,Y,Y,D,D,Y,N,Y,Y,N,A,N,N,N,Y,Y,N,N,Y,N,N,0,Y,D,A,N,othersex,15,21,31,41,51,polar,-2.0,-2.75,Lame normie
D,N,A,D,D,0,N,N,N,D,N,0,Y,N,A,N,Y,Y,Y,N,N,N,Y,Y,N,N,Y,Y,N,D,0,D,D,D,othersex,15,21,31,41,52,tropical,-2.5,-7.5,Edge Lord
0,N,Y,N,N,0,Y,Y,D,D,N,N,0,N,Y,Y,Y,N,0,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,Y,Y,othersex,15,21,31,41,52,dry,-2.5,-1.75,Lame normie
Y,A,Y,Y,Y,N,N,N,A,D,N,N,N,Y,A,N,N,Y,Y,D,Y,N,N,N,Y,N,N,Y,N,A,0,D,D,Y,othersex,15,21,31,41,52,mild,-4.5,-0.5,Sperg
0,Y,D,D,N,D,N,N,0,D,N,A,0,N,D,N,Y,Y,D,N,N,N,N,N,Y,Y,N,Y,N,Y,0,A,D,N,othersex,15,21,31,41,52,snow,-1.5,-2.5,Lame normie
D,0,Y,Y,D,D,Y,N,D,0,N,A,0,N,A,Y,Y,N,A,A,N,Y,N,Y,Y,Y,Y,N,Y,Y,A,D,Y,A,othersex,15,21,31,41,52,polar,3.5,-5.5,Cool normie
Y,D,Y,D,D,Y,N,N,D,D,Y,A,A,Y,N,N,Y,Y,D,0,N,Y,N,N,N,Y,Y,N,Y,A,0,0,A,Y,othersex,15,21,31,41,53,tropical,4.0,0.25,Cool normie
A,D,Y,N,D,N,N,N,Y,D,Y,0,D,N,A,N,N,Y,Y,D,Y,N,Y,N,N,N,N,Y,N,A,Y,N,D,D,othersex,15,21,31,41,53,dry,-4.0,-4.25,Sperg
D,Y,D,A,0,Y,Y,N,Y,A,Y,A,Y,N,0,Y,N,N,Y,D,N,N,Y,Y,N,N,N,Y,N,A,D,A,N,N,othersex,15,21,31,41,53,mild,-3.0,1.25,Niche normie
A,A,0,N,D,Y,Y,Y,N,Y,N,0,A,Y,N,N,Y,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,A,Y,0,A,Y,othersex,15,21,31,41,53,snow,2.0,5.0,Normie
N,Y,A,D,0,A,N,N,0,A,N,N,D,N,0,Y,N,N,0,N,N,N,N,N,N,Y,Y,Y,Y,D,0,N,N,D,othersex,15,21,31,41,53,polar,1.0,-3.25,Cool normie
D,A,N,N,0,A,Y,Y,0,N,Y,D,Y,N,D,N,N,N,N,A,N,Y,Y,Y,Y,N,N,N,Y,A,N,N,A,Y,othersex,15,21,31,41,54,tropical,3.0,-0.75,Cool normie
N,0,D,0,Y,0,N,Y,0,0,N,N,D,N,0,N,N,Y,N,0,Y,Y,N,N,N,N,Y,Y,N,A,A,A,Y,D,othersex,15,21,31,41,54,dry,-2.0,-1.0,Lame normie
0,0,A,0,0,Y,N,Y,N,Y,Y,0,0,N,0,N,Y,N,0,A,Y,Y,N,N,N,N,N,Y,Y,N,D,0,0,N,othersex,15,21,31,41,54,mild,-1.0,-2.0,Lame normie
N,D,A,D,N,0,Y,Y,0,A,N,0,0,Y,0,Y,Y,Y,D,Y,N,Y,Y,N,Y,Y,N,N,Y,N,0,D,D,Y,othersex,15,21,31,41,54,snow,5.0,2.0,Turbo normie
A,N,N,D,0,0,Y,Y,0,Y,Y,Y,Y,Y,A,N,Y,N,N,A,N,Y,N,N,N,Y,Y,Y,Y,Y,0,A,D,D,othersex,15,21,31,41,54,polar,3.0,0.0,Cool normie
N,A,D,A,D,D,Y,Y,0,A,Y,N,Y,N,A,Y,N,N,0,0,Y,N,Y,N,Y,N,N,N,Y,N,D,0,N,A,othersex,15,21,31,42,51,tropical,0.0,-1.25,Cool normie
N,D,N,N,Y,N,N,Y,Y,A,N,Y,0,N,A,N,Y,Y,Y,N,Y,Y,N,N,N,Y,Y,N,N,Y,A,A,N,D,othersex,15,21,31,42,51,dry,0.0,0.0,Cool normie
0,A,N,Y,N,A,N,N,Y,D,Y,0,0,N,D,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,Y,N,0,A,D,Y,othersex,15,21,31,42,51,mild,-2.0,-0.75,Lame normie
0,Y,Y,D,A,0,Y,Y,N,D,N,D,0,N,N,Y,N,Y,A,D,Y,N,N,Y,Y,Y,N,Y,N,N,N,D,A,D,othersex,15,21,31,42,51,snow,-4.0,-1.75,Sperg
N,N,Y,Y,D,N,Y,Y,D,N,N,D,Y,Y,A,N,N,Y,A,Y,Y,Y,Y,Y,Y,N,N,N,Y,A,Y,A,Y,Y,othersex,15,21,31,42,51,polar,1.0,-2.5,Cool normie
Y,D,N,Y,A,A,Y,N,Y,N,Y,Y,N,Y,D,Y,N,Y,N,N,N,Y,Y,N,N,Y,N,Y,N,D,A,A,D,A,othersex,15,21,31,42,52,tropical,1.0,5.0,Normie
N,A,D,D,N,N,N,Y,A,N,N,0,A,N,D,N,N,N,D,N,Y,N,Y,Y,Y,Y,Y,N,Y,D,0,0,0,Y,othersex,15,21,31,42,52,dry,1.0,-1.75,Cool normie
D,N,A,A,D,0,Y,N,Y,D,Y,D,Y,Y,0,Y,N,N,0,Y,Y,N,Y,Y,Y,N,N,Y,Y,0,0,0,A,A,othersex,15,21,31,42,52,mild,-2.0,-1.5,Lame normie
D,0,A,0,N,0,N,Y,Y,N,Y,N,0,Y,D,Y,N,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,Y,D,N,D,Y,Y,othersex,15,21,31,42,52,snow,5.0,0.5,Cool normie
D,D,A,D,Y,A,N,Y,D,A,Y,A,D,Y,0,Y,N,Y,A,Y,N,N,N,Y,Y,N,Y,N,N,Y,Y,Y,0,D,othersex,15,21,31,42,52,polar,-1.0,0.5,Lame normie
D,A,D,Y,N,0,Y,Y,0,0,N,D,D,N,A,Y,N,N,Y,A,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,D,0,othersex,15,21,31,42,53,tropical,3.0,-6.25,Sadboy
D,A,0,0,0,Y,Y,N,A,N,Y,A,Y,N,0,N,Y,Y,A,Y,N,N,Y,Y,Y,N,N,Y,Y,A,N,A,A,D,othersex,15,21,31,42,53,dry,0.0,2.0,Niche normie
D,Y,N,0,N,N,Y,N,N,D,Y,Y,N,Y,D,N,Y,N,D,D,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,0,A,othersex,15,21,31,42,53,mild,-1.0,-0.25,Lame normie
0,A,0,0,0,N,N,N,A,Y,Y,Y,D,Y,0,Y,N,N,0,D,N,Y,N,N,N,Y,N,N,N,Y,D,D,D,0,othersex,15,21,31,42,53,snow,1.0,0.0,Cool normie
N,A,A,Y,0,0,N,N,A,Y,Y,0,D,Y,N,Y,Y,N,N,0,N,N,Y,Y,Y,Y,N,N,Y,A,0,N,0,A,othersex,15,21,31,42,53,polar,2.0,3.75,Normie
Y,Y,D,Y,D,0,Y,Y,D,Y,Y,N,N,Y,N,Y,N,N,0,A,N,N,Y,N,N,Y,N,N,N,0,N,0,D,N,othersex,15,21,31,42,54,tropical,0.0,-3.25,Cool normie
D,0,0,A,D,A,Y,Y,Y,0,N,A,N,Y,Y,N,Y,N,Y,N,N,N,N,N,Y,N,Y,N,Y,Y,0,D,N,0,othersex,15,21,31,42,54,dry,2.0,0.5,Cool normie
0,N,Y,D,Y,D,N,Y,A,Y,Y,Y,Y,Y,A,N,Y,Y,Y,0,Y,Y,N,Y,Y,Y,Y,N,N,N,0,N,D,D,othersex,15,21,31,42,54,mild,0.0,-0.5,Cool normie
N,0,D,0,N,D,N,N,D,N,N,A,0,N,Y,N,N,Y,D,N,N,Y,Y,N,Y,Y,Y,Y,N,N,A,0,A,N,othersex,15,21,31,42,54,snow,3.0,-3.5,Cool normie
Y,A,N,0,N,N,N,Y,Y,D,N,Y,N,Y,D,Y,N,Y,N,0,N,N,N,Y,N,Y,Y,Y,Y,D,D,Y,A,D,othersex,15,21,31,42,54,polar,0.0,1.25,Niche normie
Y,A,A,Y,Y,0,Y,N,0,Y,N,D,0,Y,N,N,N,Y,D,A,Y,N,Y,N,Y,Y,N,Y,N,0,Y,A,A,0,othersex,15,21,31,43,51,tropical,-2.0,3.0,Niche normie
D,Y,N,Y,A,D,Y,Y,N,D,Y,Y,A,N,D,N,N,N,0,Y,N,N,N,Y,N,N,Y,N,Y,A,Y,0,A,A,othersex,15,21,31,43,51,dry,0.0,-0.75,Cool normie
Y,A,0,D,0,D,N,N,N,Y,N,0,D,N,A,Y,N,N,A,Y,N,N,Y,N,Y,Y,Y,Y,N,0,D,A,N,N,othersex,15,21,31,43,51,mild,1.0,-7.5,Sadboy
Y,0,Y,0,D,D,N,N,0,N,Y,0,Y,N,A,Y,Y,N,0,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,D,D,N,0,othersex,15,21,31,43,51,snow,2.0,-5.0,Cool normie
0,D,D,N,0,Y,Y,Y,N,N,Y,Y,N,N,0,Y,N,Y,N,A,Y,Y,N,Y,Y,N,N,N,N,D,D,N,Y,Y,othersex,15,21,31,43,51,polar,-2.0,-2.0,Lame normie
0,A,0,N,Y,0,Y,Y,Y,Y,N,D,N,N,A,Y,N,N,D,D,N,Y,Y,Y,Y,Y,N,Y,Y,D,A,D,A,0,othersex,15,21,31,43,52,tropical,3.0,1.0,Cool normie
N,A,Y,0,N,N,N,N,Y,0,N,Y,D,Y,A,Y,N,N,N,0,N,Y,Y,Y,N,N,N,Y,N,D,D,0,D,A,othersex,15,21,31,43,52,dry,-1.0,-2.75,Lame normie
N,Y,0,0,N,D,N,N,N,D,N,A,0,N,N,N,N,Y,A,0,Y,N,N,Y,N,Y,N,N,Y,A,D,N,A,A,othersex,15,21,31,43,52,mild,-2.0,-4.25,Lame normie
D,A,A,A,N,A,Y,Y,0,0,Y,D,0,N,Y,N,N,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,0,Y,A,0,N,othersex,15,21,31,43,52,snow,1.0,2.0,Normie
N,D,D,D,A,N,N,Y,A,N,N,Y,N,Y,0,Y,Y,N,Y,0,Y,N,Y,N,Y,Y,Y,N,Y,A,Y,D,D,N,othersex,15,21,31,43,52,polar,2.0,-2.75,Cool normie
D,A,A,Y,A,A,Y,N,D,A,Y,0,N,N,D,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,0,0,Y,Y,Y,othersex,15,21,31,43,53,tropical,-2.0,2.75,Niche normie
A,Y,N,D,N,A,Y,N,N,Y,N,D,N,N,0,N,Y,N,A,D,Y,N,N,N,N,Y,N,N,N,A,A,Y,A,Y,othersex,15,21,31,43,53,dry,-3.0,-1.25,Lame normie
0,N,D,D,A,0,Y,Y,N,N,Y,A,N,N,Y,Y,Y,Y,N,D,Y,Y,N,Y,Y,Y,N,N,N,A,N,0,D,A,othersex,15,21,31,43,53,mild,-1.0,3.25,Niche normie
0,N,0,0,0,Y,Y,N,A,N,Y,Y,D,Y,D,Y,Y,Y,0,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,0,0,D,D,othersex,15,21,31,43,53,snow,2.0,3.25,Normie
N,N,D,Y,D,Y,Y,N,D,N,Y,Y,N,Y,N,N,N,N,A,D,Y,Y,N,Y,N,Y,N,Y,N,A,D,D,N,Y,othersex,15,21,31,43,53,polar,-3.0,-5.0,Lame normie
A,Y,Y,0,0,0,N,Y,Y,D,Y,0,D,Y,A,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,N,N,Y,N,D,Y,0,D,othersex,15,21,31,43,54,tropical,-1.0,-1.0,Lame normie
A,Y,N,A,Y,A,N,Y,A,0,Y,Y,Y,Y,D,N,N,Y,D,D,Y,Y,N,Y,N,Y,N,Y,Y,0,Y,A,Y,N,othersex,15,21,31,43,54,dry,-1.0,9.0,Simp
A,Y,N,0,N,D,N,N,N,0,Y,Y,D,Y,A,N,N,Y,0,N,N,N,Y,N,N,Y,Y,Y,N,0,N,Y,A,0,othersex,15,21,31,43,54,mild,0.0,-1.0,Cool normie
Y,D,D,D,0,0,Y,N,Y,A,Y,0,D,Y,Y,Y,Y,Y,N,D,N,Y,N,Y,N,Y,Y,Y,Y,D,D,D,N,A,othersex,15,21,31,43,54,snow,2.0,0.75,Cool normie
N,A,Y,0,0,A,Y,Y,0,D,N,D,0,N,D,Y,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,0,othersex,15,21,31,43,54,polar,-1.0,2.0,Niche normie
Y,D,0,Y,A,0,N,Y,A,N,N,A,0,Y,0,N,Y,N,D,N,N,N,Y,Y,Y,Y,N,N,Y,A,0,A,Y,A,othersex,15,21,32,41,51,tropical,1.0,4.5,Normie
Y,0,0,D,A,N,Y,Y,D,0,N,Y,N,Y,0,N,N,Y,A,A,Y,Y,N,N,Y,N,Y,N,Y,A,0,N,A,0,othersex,15,21,32,41,51,dry,1.0,-1.25,Cool normie
D,Y,Y,A,Y,D,N,Y,Y,D,N,0,Y,N,N,N,N,Y,A,Y,Y,N,Y,Y,N,Y,Y,N,N,0,N,0,N,0,othersex,15,21,32,41,51,mild,-3.0,-3.25,Lame normie
D,A,Y,A,N,N,N,Y,Y,N,Y,A,Y,N,Y,Y,Y,N,N,A,Y,Y,N,Y,Y,N,Y,Y,N,N,N,0,D,N,othersex,15,21,32,41,51,snow,-3.0,0.25,Lame normie
0,N,D,Y,Y,D,N,Y,N,0,Y,A,A,N,N,Y,Y,N,0,A,Y,N,Y,Y,Y,Y,N,Y,Y,A,N,N,Y,N,othersex,15,21,32,41,51,polar,-2.0,-1.5,Lame normie
N,D,Y,A,D,N,N,Y,0,Y,N,D,0,Y,A,N,Y,Y,D,N,N,N,N,Y,N,Y,Y,N,Y,Y,D,A,A,D,othersex,15,21,32,41,52,tropical,0.5,0.25,Cool normie
D,0,N,D,0,N,N,N,Y,0,Y,0,A,Y,0,Y,Y,N,Y,D,N,N,Y,N,Y,Y,N,N,N,N,0,N,D,N,othersex,15,21,32,41,52,dry,0.5,-2.75,Cool normie
A,N,A,D,A,Y,Y,Y,0,Y,Y,D,D,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,N,Y,Y,N,0,N,0,Y,othersex,15,21,32,41,52,mild,0.5,4.25,Niche normie
D,A,0,N,Y,A,N,Y,Y,N,Y,N,N,Y,Y,N,N,Y,N,D,Y,N,Y,Y,Y,N,Y,N,N,Y,N,D,D,N,othersex,15,21,32,41,52,snow,-2.5,1.75,Niche normie
0,N,D,D,N,N,Y,Y,D,0,Y,N,Y,N,0,N,Y,N,D,0,Y,Y,N,Y,N,N,Y,Y,Y,Y,A,0,D,Y,othersex,15,21,32,41,52,polar,-1.5,-2.25,Lame normie
D,D,D,D,0,N,N,N,Y,D,N,N,A,N,N,Y,N,N,0,N,N,Y,N,N,Y,Y,N,N,Y,N,Y,A,D,0,othersex,15,21,32,41,53,tropical,4.0,-7.25,Sadboy
N,N,D,D,A,D,Y,N,D,0,N,0,Y,N,A,N,Y,Y,D,A,Y,N,N,N,N,N,Y,Y,Y,D,D,N,A,0,othersex,15,21,32,41,53,dry,-2.0,-5.0,Lame normie
0,N,N,A,0,D,Y,N,Y,D,N,D,D,N,Y,Y,Y,N,N,A,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,D,Y,othersex,15,21,32,41,53,mild,-2.0,-5.25,Lame normie
A,A,D,Y,D,A,Y,Y,D,D,Y,Y,D,N,A,Y,Y,N,D,N,Y,N,N,N,N,Y,Y,Y,Y,Y,0,0,A,0,othersex,15,21,32,41,53,snow,-1.0,1.75,Niche normie
Y,0,D,N,A,0,Y,Y,Y,D,N,Y,0,N,Y,Y,Y,Y,D,N,N,N,Y,N,Y,N,N,N,Y,0,A,A,N,D,othersex,15,21,32,41,53,polar,2.0,3.25,Normie
D,D,N,Y,Y,0,Y,Y,Y,Y,N,D,D,N,A,N,N,N,0,0,Y,N,Y,Y,N,N,N,N,Y,A,Y,Y,Y,A,othersex,15,21,32,41,54,tropical,-2.0,-3.25,Lame normie
Y,0,A,0,N,D,N,N,Y,D,N,A,D,Y,Y,N,N,N,N,0,Y,N,N,Y,N,Y,N,Y,Y,0,N,0,D,0,othersex,15,21,32,41,54,dry,-3.0,-4.0,Lame normie
A,N,N,Y,N,0,N,N,0,Y,N,N,0,Y,D,Y,N,N,D,N,Y,N,N,Y,N,N,Y,Y,N,0,Y,A,0,D,othersex,15,21,32,41,54,mild,-5.0,0.25,Sperg
Y,D,D,0,N,D,N,N,A,0,Y,A,D,N,0,N,N,N,0,0,N,N,N,Y,Y,N,Y,Y,N,A,N,Y,D,A,othersex,15,21,32,41,54,snow,-2.0,-4.5,Lame normie
